SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"NETHERBY",0,0,0,0,1,0,"5062",0,0,0,2244,0,0,0,0,0,0,506208,0,0,0,0,0,0,0,0,0,0,"Jun 2020",4,0,2,0,1
"WINGFIELD",0,0,0,0,2,0,"5013",0,0,0,225,0,0,1,0,3,0,501305,0,0,0,0,0,0,1,0,0,0,"Jun 2020",10,1,1,0,1
"SPRINGFIELD",0,0,0,0,0,0,"5062",0,0,0,2252,0,0,0,0,0,0,506209,0,2,0,0,0,0,0,0,0,0,"Jun 2020",2,0,0,0,0
"TORRENS PARK",0,0,0,0,3,1,"5062",0,0,0,2263,0,0,0,0,0,0,506210,0,0,0,0,2,0,1,0,1,0,"Jun 2020",12,0,1,0,3
"EASTWOOD",0,0,0,0,0,0,"5063",0,0,0,2275,0,0,0,0,0,0,506301,0,0,0,1,0,2,0,0,0,0,"Jun 2020",8,0,4,0,1
"FREWVILLE",0,0,0,0,3,0,"5063",0,0,0,2288,0,0,1,0,5,0,506302,0,1,0,0,0,1,1,0,0,0,"Jun 2020",18,0,1,0,5
"FULLARTON",0,0,0,0,1,0,"5063",0,1,0,2300,0,1,0,1,1,0,506303,0,2,0,0,1,2,0,0,0,0,"Jun 2020",16,1,4,0,1
"HIGHGATE",0,0,0,0,2,0,"5063",0,1,0,2311,0,0,0,0,0,0,506304,0,0,0,0,1,0,0,0,0,0,"Jun 2020",17,10,3,0,0
"PARKSIDE",0,0,0,0,9,0,"5063",0,0,0,2322,0,1,2,0,0,0,506305,0,1,0,0,0,2,2,0,0,0,"Jun 2020",31,0,9,0,5
"GLEN OSMOND",0,0,0,0,2,0,"5064",0,0,0,2334,0,0,0,0,0,0,506401,0,2,0,0,0,0,0,0,0,0,"Jun 2020",8,0,1,0,3
