SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"KENSINGTON PARK",0,0,0,0,1,0,"5068",0,0,0,1989,0,1,0,0,0,0,506804,0,0,0,0,0,0,0,0,0,0,"Mar 2020",4,0,2,0,0
"LEABROOK",0,0,0,0,0,0,"5068",0,0,0,2001,0,0,0,0,0,0,506805,0,0,0,0,0,1,0,0,0,0,"Mar 2020",2,0,1,0,0
"MARRYATVILLE",0,0,0,0,0,0,"5068",0,0,0,2012,0,0,0,0,0,0,506806,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,2,0,0
"TRINITY GARDENS",0,0,0,0,1,0,"5068",0,0,0,2035,0,0,0,0,0,0,506808,0,0,0,0,0,1,0,0,0,0,"Mar 2020",7,0,3,0,2
"PENNINGTON",0,0,0,0,1,1,"5013",0,0,0,204,0,0,5,2,1,0,501303,0,5,0,0,0,2,3,0,1,0,"Mar 2020",34,3,6,0,4
"COLLEGE PARK",0,0,0,0,0,0,"5069",0,0,0,2044,0,0,0,0,0,0,506901,0,0,0,0,0,2,1,0,0,0,"Mar 2020",4,0,1,0,0
"MARDEN",0,0,0,0,2,1,"5070",0,0,0,2065,0,0,2,0,2,0,507005,0,3,0,0,0,2,0,0,0,0,"Mar 2020",24,0,7,0,5
"PAYNEHAM",0,0,0,0,0,0,"5070",0,0,0,2077,0,0,1,0,0,0,507006,0,0,0,0,0,1,0,0,1,0,"Mar 2020",4,0,1,0,0
"PAYNEHAM SOUTH",0,0,0,0,2,0,"5070",0,0,1,2088,0,0,0,0,0,0,507007,0,0,0,0,0,0,0,0,0,0,"Mar 2020",5,0,0,0,2
"ROYSTON PARK",0,0,0,0,1,0,"5070",0,0,0,2099,0,0,0,0,0,0,507008,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,0,0,1
"AULDANA",0,0,0,0,0,0,"5072",0,0,0,2107,0,0,0,0,0,0,507201,0,2,0,0,0,0,0,0,0,0,"Mar 2020",2,0,0,0,0
"MAGILL",0,1,0,0,2,0,"5072",0,0,0,2118,0,1,4,0,0,0,507202,0,0,0,0,0,1,5,0,1,0,"Mar 2020",21,2,3,0,1
"ROSSLYN PARK",0,0,0,0,0,0,"5072",0,0,0,2128,0,0,0,0,0,0,507203,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,0,0,2
"EVANDALE",0,0,0,0,0,0,"5069",0,0,0,2140,0,0,0,0,0,0,506902,0,1,0,0,0,0,0,0,0,0,"Mar 2020",8,0,7,0,0
"HACKNEY",0,0,0,0,1,0,"5069",0,0,0,2152,0,0,1,0,1,0,506903,0,1,0,0,0,1,0,0,0,0,"Mar 2020",7,0,2,0,0
"ROSEWATER",0,1,0,0,7,0,"5013",0,0,0,216,0,0,4,1,10,0,501304,0,5,0,0,0,1,3,0,0,0,"Mar 2020",49,2,9,0,6
"MAYLANDS",0,0,0,0,1,0,"5069",0,1,0,2164,0,0,0,0,0,0,506904,0,0,0,0,1,0,1,0,0,0,"Mar 2020",8,0,3,0,1
"ST PETERS",0,0,0,0,2,0,"5069",0,0,0,2176,0,0,0,0,0,0,506906,0,2,0,0,1,0,1,0,1,0,"Mar 2020",15,0,8,0,0
"STEPNEY",0,1,0,0,0,0,"5069",0,0,0,2188,0,0,1,0,2,0,506905,0,1,0,0,0,2,0,0,0,0,"Mar 2020",14,0,6,0,1
"FELIXSTOW",0,0,0,0,0,0,"5070",0,0,0,2200,0,0,1,0,0,0,507001,0,0,0,0,0,1,0,0,0,0,"Mar 2020",8,0,5,0,1
"FIRLE",0,0,0,0,1,0,"5070",0,0,0,2212,0,0,0,0,3,0,507002,0,0,0,0,0,0,1,0,0,0,"Mar 2020",6,0,1,0,0
"GLYNDE",0,1,0,0,0,1,"5070",0,0,0,2224,0,0,1,0,0,0,507003,0,0,0,0,1,1,1,0,0,0,"Mar 2020",10,0,3,0,1
"MITCHAM",0,0,0,0,0,2,"5062",0,0,0,2236,0,0,0,0,1,0,506207,0,0,0,0,0,0,0,0,0,0,"Mar 2020",4,0,1,0,0
"NETHERBY",0,0,0,0,0,0,"5062",0,0,0,2247,0,0,0,0,0,0,506208,0,0,0,0,0,0,1,0,0,0,"Mar 2020",4,0,2,0,1
"SPRINGFIELD",0,0,0,0,0,0,"5062",0,0,0,2255,0,0,0,0,0,0,506209,0,0,0,0,0,0,0,0,0,0,"Mar 2020",1,0,1,0,0
"TORRENS PARK",0,0,0,0,3,0,"5062",0,0,0,2266,0,0,0,0,2,0,506210,0,0,0,0,0,1,1,0,0,0,"Mar 2020",9,0,2,0,0
